iter	RMSE
159	14393691.35
160	14383412.54
161	14367282.05
162	14356962.73
163	14346001.06
164	14329294.42
165	14326550.2
166	14311885
167	14310841.08
168	14294729.22
169	14293568.32
170	14279742.7
171	14265745.85
172	14251655.27
173	14250953.13
174	14246545.74
175	14229646.96
176	14216805.16
177	14206420.48
178	14194515.98
179	14193269.2
180	14186477.49
181	14163094.03
182	14153342.99
183	14141342.49
184	14131061.2
185	14121182.77
186	14113985.01
187	14106452.73
188	14090616.32
189	14078955.93
190	14068360.15
191	14059010.1
192	14042530.55
193	14028851.7
194	14020745.12
195	14009736.69
196	14004980.93
197	13998415.23
198	13986876.09
199	13978959.86
200	13971964.72
201	13968917.62
202	13957498.47
203	13950791.24
204	13941297.57
205	13933309.92
206	13929563.17
207	13920135.08
208	13912646.78
209	13906003.57
210	13902784.41
211	13892249.08
212	13883698.08
213	13877589.9
214	13865959.24
215	13853035.33
216	13840547.27
217	13833967.82
218	13812782.54
219	13806874
220	13797007.7
221	13787844.98
222	13779958.01
223	13774909.55
224	13763522.51
225	13753789.24
226	13745023.24
227	13730385.19
228	13720360.75
229	13711220.19
230	13704207.74
231	13692020.11
232	13681816.53
233	13675809.91
234	13662845.73
235	13651510.66
236	13647263.7
237	13642102.22
238	13636442.53
239	13627728.07
240	13618305.79
241	13608752.35
242	13595660.91
243	13588225.67
244	13575800.5
245	13571103.42
246	13564117.2
247	13555552.93
248	13547051.36
249	13539485.56
250	13529680.46
251	13521539.59
252	13511770
253	13506549.97
254	13500820.52
255	13495852
256	13490306.15
257	13479893.37
258	13469393.43
259	13468072.07
260	13461626.89
261	13452467.41
262	13448514.36
263	13442720.01
264	13438066.98
265	13435814.05
266	13430662.85
267	13427291.44
268	13419626.51
269	13417480.59
270	13415787.25
271	13406450.71
272	13396598.3
273	13395165.67
274	13387836.68
275	13381495.98
276	13371297.29
277	13365343.55
278	13359375.63
279	13350991.08
280	13343468.77
281	13336894.3
282	13333864.96
283	13327526.53
284	13315806.75
285	13307320.89
286	13299839.04
287	13291826.09
288	13285170.37
289	13279781.75
290	13274480.19
291	13263188.9
292	13260777.52
293	13250101.26
294	13244234.75
295	13237787.64
296	13231888.86
297	13229326.94
298	13223680.05
299	13218509.33
300	13212748.68
301	13208279.2
302	13200538.6
303	13195121.63
304	13184444.6
305	13178641.39
306	13172194.2
307	13166600.43
308	13158682.44
309	13152666.45
310	13143355.1
311	13141107.3
312	13132725.3
313	13128983.46
314	13122953.01
315	13118011.68
316	13116870.97
317	13110581.95
318	13106692.85
319	13101350.06
320	13098089.18
321	13094078.47
322	13089280.08
323	13084442.1
324	13079017.68
325	13074678.58
326	13071076.45
327	13060556.85
328	13054398.48
329	13045130.32
330	13038396.7
331	13034060.72
332	13031876.17
333	13027837.21
334	13025072.98
335	13021803.93
336	13014929.57
337	13010087.61
338	13004567.05
339	13002777.9
340	12998066.52
341	12992901.53
342	12992082.23
343	12989671
344	12981685.79
345	12973455.25
346	12962090.3
347	12955625.88
348	12952351.5
349	12940549.22
350	12934787.04
351	12927154.51
352	12921910.74
353	12915935.17
354	12911617.8
355	12909305.62
356	12901783.55
357	12901064.94
358	12895970.82
359	12893455.97
360	12888395.2
361	12886164.93
362	12880477.5
363	12877766.57
364	12867511.1
365	12863158.99
366	12860539.09
367	12859859.62
368	12854137.54
369	12849804.55
370	12847800.5
371	12842789.27
372	12841987.13
373	12839807.15
374	12835787.82
375	12829557.42
376	12824849.05
377	12820617.85
378	12813888.47
379	12806797.09
380	12801941.33
381	12799243.01
382	12796806.48
383	12796066.49
384	12789267.78
385	12785767.11
386	12780591.52
387	12774054.42
388	12769232.82
389	12762256.23
390	12760590.18
391	12753095.88
392	12746533.3
393	12740474.24
394	12735887.01
395	12732346.28
396	12726378.5
397	12720548.26
398	12717092.78
399	12712151.43
400	12707648.68
401	12702040.83
402	12698638.67
403	12697811.85
404	12692419.8
405	12690464.73
406	12686771.95
407	12683445.53
408	12679420.86
409	12678686.93
410	12674900.56
411	12671728.99
412	12663935.56
413	12659868.55
414	12656547.18
415	12651821.86
416	12650716.75
417	12645632.92
418	12642833.07
419	12638819.77
420	12635225.75
421	12634528.82
422	12629037.97
423	12625000.66
424	12620027.31
425	12613692.08
426	12613072.24
427	12606876.07
428	12600719.39
429	12599123.58
430	12595215.99
431	12586318.49
432	12584204.31
433	12581154.58
434	12574863.46
435	12567607.17
436	12561599.1
437	12558577.55
438	12551945.16
439	12546549.69
440	12543578.88
441	12541864.33
442	12539902.94
443	12532984.27
444	12529622.71
445	12527476.85
446	12523159.44
447	12518996.2
448	12511716.37
449	12510226.73
450	12505122.43
451	12498274.71
452	12496365.25
453	12494448.02
454	12488708.64
455	12486539.53
456	12482354.53
457	12478586.41
458	12478509.09
459	12475875.03
460	12475801.9
461	12470877.33
462	12469052.58
463	12465658.93
464	12463589.63
465	12459679.3
466	12453969.99
467	12447010.15
468	12443390.35
469	12439079.26
470	12435548.33
471	12432159.83
472	12427001.24
473	12425083.76
474	12421737.01
475	12418459.59
476	12414814.59
477	12411154.57
478	12409329.75
479	12406100.44
480	12402559.54
481	12400397.75
482	12397784.49
483	12397237.68
484	12396098.47
485	12390808.33
486	12385335.98
487	12383578.98
488	12383091.98
489	12376358.2
490	12372065.41
491	12368479.27
492	12367965.69
493	12363834.31
494	12361312.61
495	12358055.52
496	12355368.79
497	12352478.87
498	12348900.11
499	12344890.77
500	12340160.81
501	12338632.19
502	12336675.73
503	12333613
504	12330863.58
505	12327910.75
506	12324658.41
507	12323621.67
508	12318105.54
509	12314713.48
510	12308587.28
511	12302905.53
512	12301022.78
513	12297792.31
514	12294201.61
515	12292691.72
516	12290015.7
517	12286564.65
518	12284919.82
519	12280588.81
520	12279335.02
521	12276321.03
522	12273509.86
523	12269719.65
524	12267033.41
525	12264271.11
526	12263111.19
527	12262168.72
528	12257934.31
529	12255372.2
530	12252926.46
531	12249781.92
532	12247027.49
533	12239698.99
534	12236978.94
535	12234695.05
536	12231558.26
537	12226973.66
538	12224068.72
539	12221628.42
540	12219344.78
541	12217167.08
542	12214751.9
543	12211499.98
544	12209104.42
545	12205914.88
546	12203230.41
547	12200633.19
548	12195853.76
549	12192059.34
550	12189713.21
551	12186515.43
552	12183441.87
553	12181417.03
554	12179431.8
555	12177533.14
556	12175308.54
557	12171677.75
558	12168718.75
559	12167407.53
560	12164810.68
561	12161870.15
562	12159619.09
563	12157833.92
564	12156584.5
565	12154896.17
566	12153841.57
567	12150819.64
568	12150004.89
569	12147442.15
570	12143326.93
571	12142766.93
572	12139728.5
573	12136564.12
574	12134104.04
575	12132233.92
576	12128865.53
577	12125641.71
578	12123170.18
579	12120202.39
580	12116997.12
581	12112713.49
582	12111296.16
583	12110135.49
584	12109229.16
585	12107776.82
586	12104475.37
587	12103259.34
588	12102226.98
589	12100094.3
590	12097892.24
591	12094301.05
592	12091671.35
593	12089311.87
594	12083990.45
595	12083437.51
596	12081327.2
597	12079144.1
598	12074862.72
599	12072292.86
600	12070568.89
601	12068855.14
602	12066699.41
603	12062753.62
604	12058145.48
605	12054963.62
606	12051442.09
607	12049223.69
608	12046799.39
609	12043575.74
610	12042994.65
611	12041622.46
612	12039982.63
613	12035776.84
614	12031118.17
615	12025352.55
616	12025299.38
617	12022632.69
618	12022582.68
619	12022549.52
620	12020305.26
621	12018369.59
622	12017270.07
623	12017226
624	12014695.16
625	12014653
626	12011781.13
627	12009755.58
628	12008475.19
629	12004675.14
630	11999700.71
631	11997367.82
632	11994971.41
633	11993190.58
634	11990054.98
635	11986382.06
636	11986153.98
637	11981317.13
638	11979267.75
639	11976703.7
640	11974948.25
641	11973261.34
642	11972465.91
643	11968721.5
644	11966358.31
645	11963250.12
646	11961097.42
647	11958831.07
648	11955312.19
649	11950193.58
650	11947775.81
651	11944712.19
652	11943166.21
653	11940753.94
654	11938767.92
655	11936436.91
656	11934011.7
657	11932234.76
658	11931089.75
659	11930083.79
660	11926950.7
661	11924593.29
662	11921936.47
663	11919961.61
664	11917734.12
665	11917711.44
666	11915616.27
667	11911268.42
668	11908642.57
669	11908618.46
670	11908596.71
671	11905428.94
672	11900459.6
673	11895695.74
674	11894822.88
675	11893896.08
676	11892297.97
677	11892277.52
678	11892258.01
679	11890740.01
680	11888261.78
681	11888242.96
682	11884996.49
683	11882520.38
684	11880537.68
685	11878108.65
686	11876239.2
687	11875128.44
688	11873072.78
689	11871287.49
690	11869137.39
691	11867642.72
692	11865587.02
693	11864769.21
694	11862979.75
695	11862405.68
696	11859002.57
697	11857300.32
698	11856418.24
699	11854054.04
700	11852674.01
701	11849965.54
702	11847833.09
703	11845695.5
704	11844457.23
705	11842647.79
706	11842628.55
707	11840711.35
708	11837638.52
709	11836248.68
710	11832336.43
711	11830356.02
712	11830338.32
713	11828091.98
714	11826247.59
715	11825178.64
716	11823429.26
717	11822707.67
718	11819663.6
719	11818008.7
720	11815505.46
721	11813830.53
722	11812444.4
723	11811112.39
724	11809806.62
725	11808262.46
726	11808246.25
727	11806708.71
728	11806692.68
729	11803704.26
730	11803689.25
731	11803674.96
732	11802590.41
733	11800109.07
734	11797698.79
735	11796621.54
736	11794677.3
737	11794662.39
738	11794648.88
739	11792928.73
740	11792157.69
741	11790098.87
742	11788123.58
743	11785023.79
744	11783241.19
745	11782020.4
746	11780788.49
747	11778296.29
748	11776886.55
749	11776126.28
750	11774874.55
751	11773617.48
752	11771538.12
753	11769521.96
754	11766958.74
755	11765332.09
756	11764217.11
757	11761441.91
758	11760739.7
759	11759384.76
760	11758746.28
761	11756614.25
762	11753372.94
763	11751148.96
764	11745011.27
765	11744193.92
766	11742904.49
767	11740750.24
768	11739459.73
769	11738034.01
770	11735191.74
771	11732063.17
772	11729514.59
773	11727411.77
774	11724892.89
775	11722890.1
776	11721976.08
777	11720276.72
778	11716542.93
779	11714637.92
780	11712779.07
781	11711812.09
782	11710037.17
783	11706024.95
784	11703854.53
785	11700432.42
786	11698852.07
787	11697019.45
788	11695251.22
789	11693902.65
790	11690614.71
791	11688785.71
792	11687693.06
793	11685573.36
794	11682231.14
795	11679159.36
796	11677479.16
797	11675230.87
798	11673653.88
799	11672782.94
800	11671332.86
801	11669014.38
802	11667079
803	11665051.63
804	11664893.19
805	11663155.89
806	11659503.55
807	11658164.84
808	11656099.09
809	11654431.64
810	11653266.39
811	11651655.87
812	11649935.06
813	11647745.91
814	11645779.17
815	11644215.42
816	11641430.79
817	11639679.85
818	11638524.55
819	11637634.88
820	11634855
821	11633034.71
822	11631804.92
823	11630371.88
824	11629261.26
825	11627622.42
826	11625559.57
827	11623515.83
828	11621252.36
829	11620129.88
830	11616984.26
831	11615118.36
832	11613114.07
833	11611193.97
834	11609938.46
835	11607200.45
836	11605835.38
837	11605038.1
838	11603072.41
839	11600533.17
840	11598578.01
841	11595921.64
842	11593946.92
843	11591907.87
844	11588555.41
845	11585908.97
846	11583405.67
847	11582696.25
848	11581251.32
849	11577719.34
850	11575455.35
851	11572167.34
852	11570035.24
853	11568369.96
854	11566394.3
855	11564759.45
856	11563636.1
857	11561837.88
858	11559926.68
859	11554450.99
860	11553275.58
861	11552234.81
862	11550491.66
863	11549570.28
864	11548948.38
865	11548315.1
866	11544026.98
867	11543259.5
868	11539997.97
869	11539643.73
870	11538848.96
871	11538526.08
872	11536392.89
873	11536162.64
874	11534083.85
875	11533794.02
876	11532483.74
877	11529765.21
878	11529252.29
879	11526819
880	11525868.15
881	11523415.03
882	11521492.34
883	11518570.12
884	11516313.12
885	11513300.85
886	11510685.98
887	11509145.47
888	11507156.88
889	11506748.19
890	11504575.78
891	11504475.8
892	11500599.68
893	11500414.35
894	11498365.11
895	11497273.36
896	11494901.16
897	11493217.86
898	11490978.75
899	11489967.13
900	11489882.87
901	11488769.45
902	11486715.66
903	11485169.59
904	11483366.52
905	11480924.29
906	11479468.89
907	11478125.25
908	11477403.33
909	11476498.99
910	11475418.55
911	11474560.55
912	11473254.39
913	11472252.51
914	11470617.25
915	11469385.21
916	11468254.99
917	11465652.16
918	11464746.45
919	11462228.18
920	11461323.04
921	11460855.88
922	11459119.72
923	11459111.08
924	11457643.16
925	11456003.81
926	11453941.82
927	11451648.98
928	11449298.59
929	11447717.74
930	11446079.27
931	11445724.06
932	11445237.76
933	11443178.61
934	11442559.53
935	11440586.57
936	11440578.66
937	11439596.42
938	11439589.31
939	11437502.39
940	11435684.6
941	11434599.95
942	11434593.11
943	11434586.6
944	11433419.33
945	11432036.91
946	11429122.05
947	11428779.35
948	11427520.41
949	11426910
950	11424173.84
951	11424166.3
952	11422038.49
953	11421605.73
954	11419201.55
955	11418363.7
956	11417183.89
957	11416647.37
958	11414444.09
959	11414147.51
960	11412267.65
961	11410942.13
962	11410382.22
963	11408850.94
964	11407669.12
965	11406078.81
966	11404692.2
967	11403255.55
968	11402516.02
969	11400060.12
970	11400052.49
971	11398342.83
972	11396898.86
973	11395307.55
974	11393879.98
975	11393671.66
976	11391863.37
977	11391762.74
978	11389016.51
979	11388118.73
980	11388114.36
981	11388026.84
982	11387967.22
983	11387870.08
984	11387087.07
985	11386967.89
986	11385725.54
987	11384962.63
988	11383200.5
989	11381798.13
990	11381566.16
991	11380330.6
992	11378996.73
993	11378989.37
994	11376114.52
995	11374517.14
996	11372022.44
997	11369553.55
998	11368780.58
999	11367473.37
