iter	Passed	Remaining
586	6015	4232
587	6023	4220
588	6032	4209
589	6042	4198
590	6053	4188
591	6065	4180
592	6075	4170
593	6086	4159
594	6094	4148
595	6105	4138
596	6114	4127
597	6124	4117
598	6133	4106
599	6142	4094
600	6150	4083
601	6158	4071
602	6167	4060
603	6175	4049
604	6185	4038
605	6194	4027
606	6204	4017
607	6214	4006
608	6224	3996
609	6234	3986
610	6242	3974
611	6255	3965
612	6266	3955
613	6273	3944
614	6283	3933
615	6294	3923
616	6300	3911
617	6311	3901
618	6319	3889
619	6326	3877
620	6334	3865
621	6347	3857
622	6357	3846
623	6364	3834
624	6373	3824
625	6380	3811
626	6388	3800
627	6397	3789
628	6407	3779
629	6416	3768
630	6426	3758
631	6434	3746
632	6444	3736
633	6457	3727
634	6467	3717
635	6478	3707
636	6487	3696
637	6495	3685
638	6505	3675
639	6514	3664
640	6523	3653
641	6532	3642
642	6540	3631
643	6550	3620
644	6558	3609
645	6568	3599
646	6583	3591
647	6594	3582
648	6606	3573
649	6620	3564
650	6632	3555
651	6643	3545
652	6656	3537
653	6672	3530
654	6686	3522
655	6700	3513
656	6710	3503
657	6725	3495
658	6740	3487
659	6751	3477
660	6760	3467
661	6767	3455
662	6776	3444
663	6783	3432
664	6792	3421
665	6799	3409
666	6808	3399
667	6817	3388
668	6826	3377
669	6834	3366
670	6842	3354
671	6850	3343
672	6861	3333
673	6869	3322
674	6881	3313
675	6892	3303
676	6900	3292
677	6909	3281
678	6916	3269
679	6927	3259
680	6937	3249
681	6944	3237
682	6952	3226
683	6960	3215
684	6969	3205
685	6978	3194
686	6987	3183
687	6995	3172
688	7005	3162
689	7014	3151
690	7025	3141
691	7034	3131
692	7043	3120
693	7052	3109
694	7060	3098
695	7070	3088
696	7079	3077
697	7093	3068
698	7104	3059
699	7117	3050
700	7129	3040
701	7139	3030
702	7148	3020
703	7156	3009
704	7166	2998
705	7173	2987
706	7181	2976
707	7190	2965
708	7199	2954
709	7207	2943
710	7216	2933
711	7224	2922
712	7232	2911
713	7241	2900
714	7250	2889
715	7259	2879
716	7268	2868
717	7279	2859
718	7292	2849
719	7301	2839
720	7310	2829
721	7319	2818
722	7331	2808
723	7341	2798
724	7349	2787
725	7358	2777
726	7364	2765
727	7373	2754
728	7379	2743
729	7389	2732
730	7396	2721
731	7403	2710
732	7412	2700
733	7422	2690
734	7431	2679
735	7442	2669
736	7452	2659
737	7459	2648
738	7465	2636
739	7474	2626
740	7483	2615
741	7495	2606
742	7509	2597
743	7521	2587
744	7529	2577
745	7541	2567
746	7550	2557
747	7559	2546
748	7569	2536
749	7577	2525
750	7586	2515
751	7594	2504
752	7603	2494
753	7612	2483
754	7621	2473
755	7631	2463
756	7642	2453
757	7652	2443
758	7661	2432
759	7670	2422
760	7680	2412
761	7688	2401
762	7698	2391
763	7710	2381
764	7722	2372
765	7733	2362
766	7743	2352
767	7753	2342
768	7762	2331
769	7770	2321
770	7780	2310
771	7788	2300
772	7797	2289
773	7806	2279
774	7814	2268
775	7823	2258
776	7832	2247
777	7843	2238
778	7851	2227
779	7861	2217
780	7870	2207
781	7878	2196
782	7890	2186
783	7905	2177
784	7915	2167
785	7925	2157
786	7935	2147
787	7945	2137
788	7954	2127
789	7962	2116
790	7970	2106
791	7978	2095
792	7987	2085
793	7995	2074
794	8005	2064
795	8014	2054
796	8023	2043
797	8033	2033
798	8040	2022
799	8050	2012
800	8059	2002
801	8069	1992
802	8079	1982
803	8088	1971
804	8095	1960
805	8104	1950
806	8116	1941
807	8126	1931
808	8135	1920
809	8146	1910
810	8156	1900
811	8166	1890
812	8177	1880
813	8185	1870
814	8195	1860
815	8203	1849
816	8213	1839
817	8221	1829
818	8231	1819
819	8240	1808
820	8250	1798
821	8260	1788
822	8268	1778
823	8280	1768
824	8291	1758
825	8299	1748
826	8311	1738
827	8323	1729
828	8334	1719
829	8345	1709
830	8355	1699
831	8363	1688
832	8373	1678
833	8382	1668
834	8391	1658
835	8402	1648
836	8413	1638
837	8425	1628
838	8438	1619
839	8449	1609
840	8460	1599
841	8473	1590
842	8483	1580
843	8492	1569
844	8502	1559
845	8510	1549
846	8519	1539
847	8529	1528
848	8540	1518
849	8551	1509
850	8559	1498
851	8567	1488
852	8577	1478
853	8586	1467
854	8595	1457
855	8603	1447
856	8613	1437
857	8622	1426
858	8631	1416
859	8640	1406
860	8650	1396
861	8659	1386
862	8669	1376
863	8681	1366
864	8690	1356
865	8700	1346
866	8709	1336
867	8718	1325
868	8727	1315
869	8735	1305
870	8746	1295
871	8757	1285
872	8767	1275
873	8780	1265
874	8790	1255
875	8798	1245
876	8808	1235
877	8817	1225
878	8826	1214
879	8835	1204
880	8844	1194
881	8857	1185
882	8868	1175
883	8877	1164
884	8885	1154
885	8894	1144
886	8903	1134
887	8912	1124
888	8921	1113
889	8930	1103
890	8938	1093
891	8950	1083
892	8964	1074
893	8973	1063
894	8983	1053
895	8990	1043
896	9002	1033
897	9011	1023
898	9021	1013
899	9031	1003
900	9038	993
901	9047	982
902	9057	972
903	9070	963
904	9080	953
905	9091	943
906	9101	933
907	9112	923
908	9122	913
909	9133	903
910	9143	893
911	9154	883
912	9170	873
913	9182	863
914	9194	854
915	9205	844
916	9213	833
917	9222	823
918	9230	813
919	9239	803
920	9247	793
921	9257	783
922	9265	772
923	9273	762
924	9282	752
925	9293	742
926	9303	732
927	9312	722
928	9322	712
929	9330	702
930	9340	692
931	9348	682
932	9357	671
933	9367	661
934	9378	651
935	9391	642
936	9399	631
937	9407	621
938	9417	611
939	9425	601
940	9434	591
941	9447	581
942	9454	571
943	9461	561
944	9470	551
945	9480	541
946	9490	531
947	9498	521
948	9505	510
949	9514	500
950	9522	490
951	9530	480
952	9539	470
953	9548	460
954	9556	450
955	9564	440
956	9574	430
957	9583	420
958	9596	410
959	9604	400
960	9613	390
961	9621	380
962	9630	370
963	9640	360
964	9648	349
965	9659	339
966	9668	329
967	9680	320
968	9692	310
969	9700	300
970	9708	289
971	9718	279
972	9727	269
973	9736	259
974	9744	249
975	9753	239
976	9763	229
977	9771	219
978	9779	209
979	9791	199
980	9801	189
981	9812	179
982	9825	169
983	9841	160
984	9853	150
985	9868	140
986	9879	130
987	9890	120
988	9902	110
989	9913	100
990	9926	90
991	9941	80
992	9953	70
993	9961	60
994	9971	50
995	9981	40
996	9989	30
997	9999	20
998	10008	10
999	10019	0
